doi,year,figure_number,expected_compatible,predicted_compatible,correct,rationale,judge_error
10.1021/acssynbio.6b00125,2017,5,False,False,True,"Figure 5 is a single bar chart of flow-cytometry fluorescence medians across mock control, fCMV1-induced, and fCMV3-induced conditions, with error bars and significance asterisks. It presents only quantitative data and contains no diagram of sequence features, plasmid composition, or construct architecture that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00125,2017,6,False,True,False,"Figure 6 is an annotated nucleic-acid feature map: the MSCV 5′LTR promoter, a CpG island, and strand-specific saRNA target sites are laid out positionally along a DNA backbone with directional arrows. Communicating this sequence-feature architecture is the figure's primary purpose, and the same content could be drawn with SBOL Visual promoter, region, and orientation glyphs.",
10.1021/acssynbio.6b00125,2017,7,False,False,True,"Figure 7 is a single grouped bar chart of EGFP and EBFP2 fluorescence medians across saRNA transfections, with error bars and significance markers. Although the caption describes the pLEH1 plasmid's promoter–reporter architecture, the figure itself contains no construct diagram, so there is nothing that could be redrawn with SBOL Visual glyphs.",
10.1021/acssynbio.6b00125,2017,8,False,False,True,"Figure 8 is a single grouped bar chart of qPCR gene expression levels (percent relative to mock transfection) across seven genes for four saRNA conditions, with error bars and significance asterisks. It is purely quantitative data with no diagram of sequence features, construct architecture, or molecular interactions that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00228,2017,1,False,False,True,"Figure 1 shows only chemical structures of AEGIS nucleobases and their hydrogen-bonding donor/acceptor patterns, a base-pairing chemistry illustration with no sequence features, backbone layout, or construct design content. Per the checklist, base-pairing and mechanism illustrations without construct design as a primary purpose are not counted.",
10.1021/acssynbio.6b00228,2017,2,False,False,True,"Figure 2 is a biosynthetic/metabolic pathway schematic tracing AEGIS nucleosides through transport, stepwise kinase phosphorylation, and polymerase incorporation, drawn as chemical structures and enzymatic arrows rather than construct design. The small plasmid circle labeled 'plasmid containing ZPKX' is an incidental endpoint sketch with no sequence features, backbone layout, or circuit composition, so under the panel's exception for mechanism illustrations it is not counted.",
10.1021/acssynbio.6b00228,2017,3,False,False,True,"Figure 3 is a phosphorimager image of a PEI-cellulose TLC plate showing radiolabeled monophosphate product spots for each nucleoside substrate. It is experimental image data with no diagram of nucleic-acid construct design, sequence features, or genetic circuit composition.",
10.1021/acssynbio.6b00228,2017,4,False,False,True,"Figure 4 is a single kinetic data plot (absorbance at 340 nm versus time) showing phosphorylation rates for each nucleoside substrate in an enzyme-coupled assay. It contains no nucleic-acid construct design, sequence features, or circuit composition that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00228,2017,5,False,False,True,"Figure 5 shows crystal-structure renderings of the DmdNK active site with bound nucleoside/nucleotide ligands and hydrogen-bonding contacts, which is protein structural/mechanistic content rather than a diagram of an engineered nucleic-acid construct. No sequence features, backbone layout, circuit composition, or design-level interactions are communicated, so there is nothing to represent with SBOL Visual glyphs.",
10.1021/acssynbio.6b00297,2017,1,False,False,True,"Figure 1 is a laboratory protocol/workflow schematic depicting directed-evolution cycles and mutagenesis strategies (error-prone PCR, site-saturation, combinatorial codon mutagenesis) as annealing primer pools and fragment/joining PCR steps on generic linear DNA strands. The DNA drawings illustrate base-pairing and method mechanics rather than the design of an engineered construct, so it falls under the documented workflow/base-pairing exception.",
10.1021/acssynbio.6b00297,2017,2,False,False,True,"Figure 2 consists solely of data plots — a bar chart of codon changes per gene (A), a pie chart of amino acid percentages at mutated sites (B), and a stacked bar chart of mutation frequency at targeted residues (C). No panel depicts sequence features, construct architecture, or functional interactions that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00297,2017,3,False,False,True,"Panel A shows protein crystal/homology structures, panel B is a bar chart of codon changes per clone, and panel C is a reaction scheme with kinetics tables. No panel depicts nucleic-acid construct design — no sequence features, backbones, plasmids, or circuit composition that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00297,2017,4,False,False,True,"Figure 4 is a color-coded amino-acid residue table listing targeted protein residues for five POP-E7 variants alongside enantiomeric excess values; it is tabular protein sequence/mutation data with no nucleic-acid construct layout, circuit composition, or molecular interaction content. Nothing in it could be expressed with SBOL Visual glyphs.",
10.1021/acssynbio.6b00374,2017,1,True,True,True,"Panel (a) is a plasmid map of pHG11-sgRNA-dCas9-GFP showing promoters, CDSs (sgRNA, lacI, dCas9, gfp), terminators, RBS, and template/non-template strand annotations laid out on a backbone — construct design is a primary purpose of the figure. Panels (b)–(e) are data plots, but the presence of panel (a) makes the figure SBOL Visual compatible.",
10.1021/acssynbio.6b00374,2017,2,True,True,True,"Panel (b) is a genetic construct diagram: five CRISPRi plasmid designs drawn as linear backbones with promoters (pCI, placI, ptac), CDSs (sgRNA, mtrA/mtrB/mtrC-NT1, lacI, dCas9), and terminators, which is exactly the sequence-feature layout SBOL Visual glyphs represent. Communicating this construct design is a primary purpose of the figure, so it counts despite the surrounding mechanism schematic and data plots.",
10.1021/acssynbio.6b00374,2017,3,True,True,True,"Panel (a) presents linear plasmid maps of the CRISPRi constructs, showing promoters (pCI, placI, ptac), CDSs (sgRNA cassettes, lacI, dCas9), and terminators laid out on a backbone — construct design that maps directly onto SBOL Visual glyphs. The remaining panels (b–e) are data plots, but the design content in (a) is a primary purpose of the figure.",
10.1021/acssynbio.6b00374,2017,4,True,True,True,"Panel (a) is a genetic construct diagram: the pHG11-sRNA-GFP-hfq plasmid drawn as a backbone with promoters (pCI, plac, placI, ptac), CDSs (sRNA, gfp, lacI, hfq), a terminator (rrnB), and an expanded promoter-RBS-gfp-terminator reporter cassette plus the sRNA module's binding region, scaffold, and T1/TE terminator. Communicating this construct's design is a primary purpose of the figure, and all of these elements map directly onto SBOL Visual glyphs, so the remaining data plots in (b)-(d) do not disqualify it.",
10.1021/acssynbio.6b00374,2017,5,True,True,True,"Panel (a) presents plasmid maps of four constructs drawn as linear backbones with promoters (pCI, placI, ptac), CDSs (lacI, dCas9, hfq), sgRNA/sRNA coding features, and terminators — genetic design content directly renderable with SBOL Visual glyphs. Panels (b)–(d) are data plots, but the construct design in (a) is a primary purpose of the figure.",
10.1021/acssynbio.6b00379,2017,1,False,True,False,"Panel A is a linear map of the M. hominis-specific TAR vector showing named sequence features laid out on a backbone (60 bp homology arms, Arg-tRNA, ARSH4, CEN6, HIS3, tet(M)) with primer binding arrows, and panel B is a circular genome map with the Arg-tRNA gene and AscI cleavage site. Communicating the construct's composition is a primary purpose of the figure, and these features map directly onto SBOL Visual glyphs (CDS, origin of replication, primer binding site, restriction site).",
10.1021/acssynbio.6b00379,2017,2,False,True,False,"Panels A and C are gel images, but panel B is a dedicated circular map of the engineered construct — the 665,445 bp M. hominis PG21 genome cloned into a yeast TAR vector, with the vector insertion point, the Arg-tRNA feature, and ten annotated positions laid out on a circular backbone. Communicating the composition of that cloned nucleic-acid construct is a primary purpose of the panel, and it could be drawn with SBOL Visual circular-backbone and sequence-feature glyphs.",
10.1021/acssynbio.6b00379,2017,3,False,False,True,"Figure 3 consists solely of gel images — a multiplex PCR agarose gel (panel A) and a PFGE gel (panel B) — used to assess genome completeness across yeast passages. It contains no schematic of sequence features, constructs, or molecular interactions that SBOL Visual glyphs could represent.",
10.1021/acssynbio.6b00379,2017,4,False,True,False,"Panel C depicts six circular maps of the M. hominis PG21 genome cloned into a yeast TAR vector, showing the vector insertion point and ten annotated marker loci with crosses indicating deleted regions — a nucleic-acid construct/backbone composition diagram that could be drawn with SBOL Visual glyphs. Panels A and B are gels and would not count on their own, but the construct maps in C are a primary purpose of the figure.",
10.1021/acssynbio.6b00379,2017,5,False,True,False,"Panels A and D are schematic maps of the engineered M. hominis vaa locus, showing the vaa gene, flanking regions, internal repeat sequences, primer-binding sites, the Cas9 cleavage site, a 90-bp recombination template, and the resulting Δvaa and truncated-vaa locus architectures with feature sizes. Communicating the design of these edited nucleic-acid constructs is a primary purpose of those panels and could be drawn with SBOL Visual glyphs, even though the remaining panels (B, C, E, F) are gel images.",
10.1021/acssynbio.7b00121,2017,1,False,False,True,"The figure is a software-capability figure: panel (a) is a feature comparison table, panel (b) is a schematic of BSim 2.0 simulation features, and panel (c) is simulation time-course plots and rendered snapshots. The only genetic-circuit-like element is a tiny incidental icon inside the 'intracellular dynamics (ODEs/DDEs)' callout in (b), which illustrates the modeling feature rather than communicating a construct's design, so under the historical exception for incidental construct sketches in mechanism/workflow illustrations it is not counted.",
10.1021/acssynbio.7b00172,2017,1,True,True,True,"Panel A diagrams four genetic biosensor architectures as promoter/CDS constructs with TF-mediated activation and repression interactions, and panel C shows the actual lacUV5-based construct (-35 and -10 elements, mutated Lac operator variants, rfp CDS) whose design is the point of the experiment. Both are sequence-feature/regulatory-interaction content that SBOL Visual glyphs could express, so communicating construct design is a primary purpose of the figure.",
10.1021/acssynbio.7b00172,2017,2,True,False,False,"Figure 2 consists entirely of model-derived data plots (dose-response curves, dynamic range vs. threshold trade-off curves, and parameter sweeps) illustrating a phenomenological model rather than any construct design. The tiny inline regulatory cartoon annotating the panel A lower plot is an incidental mechanism label on a chart, not a panel whose primary purpose is communicating nucleic-acid design, so it falls under the documented exception.",
10.1021/acssynbio.7b00172,2017,3,True,True,True,"Panels A and B each include a construct schematic on a backbone showing -35/-10 promoter regions, a lac operator with variable sequence, and an rfp CDS, plus repression arrows from LacI and inducer (TMG/IPTG), which is exactly the sequence-feature and regulatory-interaction content SBOL Visual glyphs represent. Although the rest of the figure is dose-response plots and parameter charts, communicating these construct designs (the differing operator and promoter sequences) is a primary purpose of panels A and B, not an incidental sketch.",
10.1021/acssynbio.7b00209,2018,1,True,True,True,"All five panels are circular plasmid maps showing the design of engineered constructs — promoters (CAGG, Ferritin, EM7), CDSs (EGFP, mCherry, hph, Cre, integrases), terminators, recombination sites (loxP, attB/attP), IRES, insulators, and origins laid out on backbones. This is exactly the sequence-feature/plasmid-composition content SBOL Visual glyphs represent.",
10.1021/acssynbio.7b00209,2018,2,True,True,True,"Panels (a) and (b) are genetic construct maps: the linearized A037 platform cassette is drawn on a backbone with an SFM promoter, loxP and attB recombination sites, an eGFP-hph-TK marker CDS, and M2A/M2B homology arms, and panel (b) shows the resulting integrated locus as a linear feature map. Communicating the design of this engineered nucleic-acid construct is a primary purpose of the figure, so these panels could be redrawn with SBOL Visual glyphs, even though the gels (b) and FISH images (c) are not themselves compatible content.",
10.1021/acssynbio.7b00209,2018,3,True,True,True,"All five panels are linear/circular nucleic-acid construct maps showing promoters, marker CDSs (eGFP-hph-TK, Pac-mCherry-FcyFur), recombination sites (loxP, attB, attB"", attP, attP""), and inserted DNA segments on a HAC platform cassette and Type I/II carrier plasmids. Communicating the architecture of these constructs and how they recombine is a primary purpose of the figure, and the content maps directly onto SBOL Visual sequence-feature and interaction glyphs.",
10.1021/acssynbio.7b00209,2018,4,True,True,True,"All four panels are DNA-level construct diagrams showing carrier plasmids and the resulting HAC integration products drawn as backbones bearing promoters, marker CDS cassettes (GFP-hph-TK, Pac-mCherry-FcyFur), and recombination sites (loxP, attB/attP/attL/attR), which is exactly the sequence-feature layout SBOL Visual glyphs encode. Although the figure illustrates incomplete-recombination outcomes, communicating the composition of these engineered constructs is a primary purpose rather than incidental.",
10.1021/acssynbio.7b00209,2018,5,True,True,True,"Panels (a) and (b) are construct-design diagrams: they lay out VHL exon fragments with restriction sites on carrier plasmids bearing loxP, attB/attP recombination sites, promoters, and GFP/mCherry reporter cassettes, and show the sequential composition of the alphoid-tetO-HAC platform cassette across three insertion rounds. Communicating the design of these engineered nucleic-acid constructs is a primary purpose of the figure, and the content maps directly onto SBOL Visual glyphs, so the accompanying micrographs and gels in panels (c)-(d) do not disqualify it.",
10.1021/acssynbio.7b00338,2018,1,False,False,True,"Figure 1 is a metabolic pathway schematic drawn inside a yeast cell outline, showing chemical intermediates (acetyl-CoA, fatty acyl-CoA, free fatty acid, 1-alkene), enzymes, cofactor transfer, and a transporter, with gene knockouts marked by red X's. It depicts enzymatic/metabolic mechanism rather than the design of a nucleic-acid construct — there is no backbone layout, no promoters, RBSs, CDSs, or terminators, and no plasmid or circuit composition.",
10.1021/acssynbio.7b00338,2018,2,False,False,True,"Panel A is a chemical/enzymatic metabolic pathway schematic showing fatty acid intermediates and decarboxylase enzymes with no nucleic-acid sequence features, backbone, or construct architecture, and panels B and C are bar charts of titers with a genotype annotation table. No panel communicates the design of an engineered construct, so there is nothing that SBOL Visual glyphs would represent.",
10.1021/acssynbio.7b00338,2018,3,False,False,True,"Panel A is a metabolic/electron-transfer pathway schematic showing chemical intermediates and enzyme cofactor exchange (UndB with Fd/Fnr, Fld/Fnr, Pdx/Pdr), with no nucleic-acid sequence features, backbone layout, or construct composition depicted, and panel B is a bar chart of 1-alkene titers. Strain names appear only as data labels, so no panel communicates a construct's design.",
10.1021/acssynbio.7b00338,2018,4,False,False,True,"Figure 4's panels are a protein-level membrane transport/biosynthesis cartoon (A), a fluorescence micrograph (B), time-course data plots (C, D), and product-composition pie charts (E). No panel depicts nucleic-acid sequence features, plasmid composition, or genetic circuit architecture; promoters like GAL7p and eTDH3p are mentioned only in the caption text, not drawn as a construct design.",
10.1021/acssynbio.7b00398,2018,1,False,False,True,"Figure 1 consists solely of bar charts (panels a–c) reporting fluorescence and glucuronidase activity measurements; no panel depicts a construct's sequence features, plasmid composition, or genetic circuit design. Plasmid names appear only in the caption as experimental context, not as a diagram.",
10.1021/acssynbio.7b00398,2018,2,False,False,True,"Panels (b) and (c) are bar charts of relative promoter activity, and panel (a) is a literal annotated nucleotide sequence string (underlined −35/−10 elements, colored randomized bases) rather than a schematic of a construct laid out on a backbone. No panel depicts construct or circuit architecture that SBOL Visual glyphs would render.",
10.1021/acssynbio.7b00398,2018,3,False,False,True,"All three panels of Figure 3 are data plots — a binomial frequency histogram of expected mutation counts (a) and horizontal bar charts of relative promoter activity for the 79% and 58% libraries (b, c). No panel depicts sequence features, plasmid composition, or molecular interactions that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.7b00398,2018,4,False,False,True,"Figure 4 is a single scatter plot of relative promoter activity versus number of mutations, with error bars and a legend of promoter libraries. It contains only quantitative data and no diagram of sequence features, backbone layout, or construct architecture that SBOL Visual glyphs could represent.",
10.1021/acssynbio.7b00398,2018,5,False,False,True,"Panel (a) is a chemical/metabolic pathway diagram (glucose to acetoin via enzyme-catalyzed steps) with no nucleic-acid design content, and panel (b) is a bar chart of acetoin titers. Neither panel depicts a construct's sequence features, plasmid composition, or genetic circuit layout, so no part of the figure could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.7b00398,2018,6,False,False,True,"Figure 6 is a single log-log scatter plot comparing relative promoter activity in C. acetobutylicum versus C. sporogenes, with error bars and labeled data points. It contains only quantitative data, no diagram of construct architecture or sequence features, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.9b00289,2019,1,False,False,True,"The figure is a cell-level metabolic pathway schematic showing carbon flux through the Calvin-Benson cycle, TCA cycle, and pentose phosphate pathway in Synechocystis, with gene names (fumC, zwf) noted only as reaction labels for knockouts. It contains no nucleic-acid construct design — no backbone, sequence features, or genetic circuit composition — so it falls under the metabolic/protein-pathway exclusion.",
10.1021/acssynbio.9b00289,2019,2,False,False,True,"All four panels (A–D) are quantitative data plots: growth/fumarate time courses, a productivity-versus-growth-rate regression, carbon partitioning versus light flux, and relative production rate over time. No panel depicts sequence features, plasmid or circuit composition, or molecular interactions with a nucleic-acid construct, so there is nothing SBOL Visual glyphs could represent.",
10.1021/acssynbio.9b00289,2019,3,False,False,True,"Both panels are purely quantitative data plots: (A) a scatter plot of OD730 and extracellular fumarate concentration over cultivation time, and (B) a bar chart of fumarate productivity across day/night periods. No sequence features, backbones, plasmid composition, or construct-level interactions are depicted, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.9b00310,2019,1,False,True,False,"Panel B is a design diagram of the engineered luciferase sensor strain: it shows the heterologous 5-HTR4b receptor rewired into the yeast mating pathway, marked host-gene deletions (ste2, sst2, far1), and an explicit reporter cassette drawn as a promoter–CDS construct (P_FIG1 driving Luciferase). Communicating that engineered construct/system design is a primary purpose of the panel, so it could be rendered with SBOL Visual glyphs, even though the remaining panels (A workflow, C response surface) are not themselves compatible.",
10.1021/acssynbio.9b00310,2019,2,False,False,True,"Figure 2 consists solely of eight panels of dose-response data plots paired with small-molecule chemical structures of 5-HTR4 agonists. It contains no depiction of nucleic-acid sequence features, plasmid or circuit composition, or genetic construct design that SBOL Visual glyphs could represent.",
10.1021/acssynbio.9b00310,2019,3,False,False,True,"All three panels are data plots — a PCA score scatter, a Z-score screening plot across 803 wells, and dose-response curves with small-molecule chemical structures. No panel depicts nucleic-acid sequence features, plasmid or circuit composition, or construct design, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.9b00310,2019,4,False,False,True,"Figure 4 consists only of screening scatter plots, dose-response curves, chemical structure drawings, and bar charts of yeast growth. No panel depicts nucleic-acid sequence features, plasmid or circuit composition, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.9b00310,2019,5,False,False,True,"Figure 5 consists only of photomicrographs of Caco-2 cell migration and wound-healing scratch assays (panels A and C) and bar charts quantifying those assays (panels B and D). No panel depicts nucleic-acid sequence features, construct composition, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.0c00235,2020,1,False,False,True,"All panels are 3D structural renderings of DNA origami nanostructures, force-spectroscopy measurement setups, and quantitative data plots (lifetime vs. force, free-energy curves), illustrating mechanical behavior and base-stacking mechanics rather than construct design. No sequence features, backbone layouts, circuit composition, or molecular interactions that SBOL Visual glyphs would express are communicated.",
10.1021/acssynbio.0c00235,2020,2,False,False,True,"Figure 2 depicts structural DNA-origami nanodevices (switches, a rhombus nanoactuator, an accordion rack, domino nanoarrays) plus TEM micrographs, illustrating mechanical/base-stacking mechanisms rather than the design of an engineered nucleic-acid construct. No sequence features, backbones, plasmids, or genetic-circuit composition are communicated, so there is nothing SBOL Visual glyphs would represent.",
10.1021/acssynbio.0c00235,2020,3,False,False,True,"All panels are 3D structural renderings, mechanism/actuation cartoons (pH latches, strand displacement, plier opening), an assembly workflow with in vivo mouse results, flow-cytometry histograms, and abstract Boolean gate/truth-table schematics for DNA origami nanorobots. No panel lays out sequence features on a nucleic-acid backbone or the composition of a genetic construct or circuit, so construct design is not a primary purpose of the figure.",
10.1021/acssynbio.0c00235,2020,4,False,False,True,"All panels are 3D structural renderings of DNA origami nanodevices, strand-displacement mechanism cartoons, mechanical-element analogies, and fluorescence spectra/histogram plots — none communicate the design of an engineered nucleic-acid construct in terms of sequence features, circuits, or plasmid composition. The strand sketches present serve only to illustrate base-pairing and switching mechanisms, which the historical panel did not count.",
10.1021/acssynbio.0c00235,2020,5,False,False,True,"Figure 5 consists of 3D structural renderings of DNA origami helix bundles (lever, rotor, hinge, flagella-like tubes), mechanism cartoons of field-driven actuation, and TIRF/micrograph image data; it depicts nanomechanical structure and motion rather than the design of sequence features or genetic constructs on a backbone. No panel communicates promoter/RBS/CDS/terminator-style construct composition or functional interactions among such constructs that SBOL Visual glyphs would represent.",
10.1021/acssynbio.0c00235,2020,6,False,False,True,"All panels are structural/mechanistic illustrations of DNA origami nanodevices — a stepwise ssDNA walker mechanism, an assembly-line operation sequence with accompanying AFM micrographs, a cargo-sorting robot's motion on a 2D tile, and rendered rotary-device geometry — plus micrographs, none of which lay out sequence features or genetic-circuit composition. The nucleic-acid strand sketches serve to depict strand-displacement mechanism and shape, not the design of a construct, which the historical checklist excludes.",
10.1021/acssynbio.0c00538,2021,1,False,False,True,"Figure 1 is a workflow schematic of a droplet-microfluidic directed-evolution screening pipeline, combining process steps, device micrographs, and a rolling-circle-amplification mechanism inset. The plasmid circles are incidental depictions of library DNA rather than a communication of construct design (no promoters, RBSs, CDSs, or terminators laid out on a backbone), so it falls under the protocol/workflow and mechanism-illustration exclusions.",
10.1021/acssynbio.0c00538,2021,2,False,False,True,"Panel A is a protein ribbon structure of Savinase with mutated loops and catalytic triad highlighted, panel B is a droplet microscopy image, and panels C–F are histograms and bar charts of screening data. No panel depicts sequence features, a backbone, or the composition of a nucleic-acid construct, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.0c00538,2021,3,False,False,True,"All three panels (A: droplet fluorescence histogram, B: bar chart of n-fold activity, C: time-course fluorescence curves) are purely quantitative data plots reporting screening results for Savinase variants. No panel depicts sequence features, construct architecture, or genetic circuit composition that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.1c00068,2021,1,False,False,True,"Figure 1 comprises an apparatus/protocol schematic of the cDICE vesicle-formation setup with photographs of the device, confocal micrographs of GUVs, and a size-distribution histogram. No panel depicts nucleic-acid sequence features, plasmid or circuit composition, or interactions of an engineered genetic construct, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.1c00068,2021,2,False,False,True,"Figure 2 consists only of fluorescence micrographs of GUVs (panel a) and quantitative data plots — a dye-signal time course (b) and a membrane-intensity histogram (c). It contains no nucleic-acid construct design, sequence features, or genetic circuit composition that SBOL Visual glyphs could represent.",
10.1021/acssynbio.1c00068,2021,3,False,False,True,"All panels are quantitative data plots (histograms, interfacial tension curves, box plots) plus confocal micrographs of GUVs; no panel depicts sequence features, plasmid/circuit composition, or interactions of a nucleic-acid construct. The YFP/PURE expression readouts are measurements, not construct designs.",
10.1021/acssynbio.1c00068,2021,4,False,False,True,"Figure 4 consists of fluorescence micrographs of GUVs (F-actin, DNA nanostars, SUVs, PURE system, E. coli) plus a purely conceptual cartoon of a cell with inset callouts. Although DNA nanostructures and a YFP-encoding DNA construct are used experimentally, no panel diagrams the construct's sequence features, backbone layout, or circuit composition, so there is no SBOL Visual-representable design content.",
10.1021/acssynbio.1c00531,2022,1,False,False,True,"All three panels are quantitative data plots — RNA-seq coverage traces (A), growth curves (B), and a qPCR bar chart (C) — with no schematic of sequence features, backbone layout, or construct architecture. Nothing in the figure depicts a nucleic-acid design that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.1c00608,2022,1,True,True,True,"Panel A is an explicit genetic circuit diagram showing two transcription units on a backbone — T7 and pBAD promoters, RBS, ribozyme, CDS with fused coat protein, operator aptamer, and terminator — plus regulatory interaction arrows, which is exactly the sequence-feature and circuit-composition content SBOL Visual glyphs represent. Communicating the construct's design is a primary purpose of the figure, so the flow-cytometry plots in panels C–E do not disqualify it.",
10.1021/acssynbio.1c00608,2022,2,True,True,True,"Panel A is an explicit genetic circuit diagram showing divergent transcription units on a backbone with promoters (pT7, pBAD), RBSs, CDSs, terminators, and RNA hairpin operators, plus regulatory interaction arrows between the encoded proteins and the constructs. Communicating the construct's design is a primary purpose of the figure, so it is directly renderable with SBOL Visual glyphs; the panel B scatter plot does not affect this.",
10.1021/acssynbio.1c00608,2022,3,True,True,True,"Panel A is an explicit genetic circuit diagram showing promoters (pT7, pBAD, J23100), RBSs, CDSs (mScarlet-I-MCP, moxGFP), operator/aptamer features and terminators laid out on a backbone, plus repression interactions between the constructs and protein/RNA species. This construct-design content is a primary purpose of the figure and could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.1c00608,2022,4,True,True,True,"Panel A is an explicit genetic circuit diagram showing promoters (pT7, J23100), RBS/aptamer-operator sites, CDS arrows (VioA, VioB, MS2-G-VioE-MCP, MS2wt-VioC), and a terminator laid out on a nucleic-acid backbone, with repression interactions drawn between components. This construct-design content is directly renderable in SBOL Visual glyphs, so the figure counts despite panels B and C being a metabolic pathway and HPLC chromatograms.",
10.1021/acssynbio.2c00088,2022,1,False,False,True,"Figure 1 is a peptide-level schematic showing the mersacidin precursor's amino-acid sequence, leader/core boundary, lanthionine ring topology, and protease cleavage sites. It contains no nucleic-acid design content — no sequence features, backbone layout, or genetic circuit composition that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00088,2022,2,False,False,True,"Figure 2 is a peptide sequence alignment showing mersacidin and lacticin 3147 A1 leader amino-acid residues as beaded circles with protease cleavage sites marked. It is protein-level sequence/mechanism content with no nucleic-acid construct design, backbone layout, or genetic-circuit composition that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00088,2022,3,False,False,True,"Figure 3 is a photograph of an antimicrobial activity assay plate showing zones of inhibition for different peptide mutants against Micrococcus flavus. It contains no diagram of nucleic-acid sequence features, construct composition, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00088,2022,4,False,False,True,"All six panels are LC-MS mass spectra (relative abundance vs. m/z) with inset amino-acid residue sequences marking peptide mutations; the figure conveys measurement data and protein-level modification efficiency, with no nucleic-acid construct design content that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00088,2022,5,False,False,True,"Figure 5 consists solely of MALDI-TOF mass spectra (data plots) for wild-type and mutant peptides, with small amino-acid residue circle labels indicating peptide sequence variants at the protein level. It contains no nucleic-acid construct design content — no promoters, RBSs, CDSs, terminators, backbones, or circuit/plasmid composition — so there is nothing that SBOL Visual glyphs would represent.",
10.1021/acssynbio.2c00088,2022,6,False,False,True,"Figure 6 consists of MALDI-TOF mass spectra (data plots) with small amino-acid residue sequence schematics labeling each peptide leader mutant; it communicates mass-spectrometry results and protein-level sequence variants, not the design of a nucleic-acid construct or circuit.",
10.1021/acssynbio.2c00088,2022,7,False,False,True,"Figure 7 is an amino-acid-level annotation of the mersacidin leader peptide, mapping residue positions to MrsT cleavage and MrsM modification requirements. It is a protein sequence/mechanism illustration with no nucleic-acid construct, sequence features, or genetic circuit composition, so it falls outside SBOL Visual's scope.",
10.1021/acssynbio.2c00289,2022,1,False,False,True,"Panel A is a conceptual metabolic-pathway schematic (native vs. heterologous flux with an abstract 'transcription regulation' arrow) and panels B–D are chemical structures of metabolites; no panel depicts sequence features, plasmid/circuit composition, or any engineered nucleic-acid construct design.",
10.1021/acssynbio.2c00289,2022,2,False,False,True,"Figure 2 consists of three bar charts of metabolite yields overlaid with chemical structures and enzymatic conversion arrows, i.e., quantitative data plots plus a small-molecule biosynthetic scheme. No nucleic-acid construct design — promoters, CDSs, terminators, or plasmid/circuit composition — is depicted, so there is nothing SBOL Visual glyphs would represent.",
10.1021/acssynbio.2c00289,2022,3,False,False,True,"Figure 3 consists solely of analytical data: panel A shows LC–MS extracted ion chromatograms and panel B shows bar charts of EIC peak integrations for EA and its glycosides. No panel depicts a nucleic-acid construct, sequence features, or genetic circuit design, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00289,2022,4,False,False,True,"Panel A consists solely of bright field, phloroglucinol-stained, and DIC micrographs of leaf tissue, and panel B is a box-plot of quantified lignin content. No panel diagrams sequence features, construct architecture, or genetic interactions, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00289,2022,5,False,False,True,"Figure 5 is a conceptual metabolic/regulatory pathway model showing transcription factors (MYB85, MYB46), enzyme activities, and metabolite conversions as labeled boxes and arrows, with no depiction of nucleic-acid sequence features, backbones, or construct composition. Although transcriptional regulation arrows are shown, they act on pathway blocks rather than on designed genetic constructs, so communicating a construct's design is not a purpose of any panel.",
10.1021/acssynbio.2c00661,2023,1,False,False,True,"Figure 1 consists solely of photographic images of colony overlay antimicrobial activity assays (inhibition zones) for eight leader variants, labeled by peptide sequence. It contains no diagram of sequence features, construct composition, or molecular interactions, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00661,2023,2,False,False,True,"Figure 2 consists solely of seven agar-plate photographs showing zones of inhibition for circularin A leader variants, labeled only by peptide leader sequence. It contains no nucleic-acid construct diagram, sequence features, or backbone layout that SBOL Visual glyphs could represent.",
