doi,year,figure_number,expected_compatible,predicted_compatible,correct,rationale,judge_error
10.1021/acssynbio.6b00375,2017,2,False,False,True,"All four panels (A-D) are quantitative data plots — OD600 growth curves versus time and OD600 versus pinene concentration — with only textual sample keys indicating which plasmid or control was included. No panel depicts sequence features, construct composition, or molecular interactions that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.6b00375,2017,3,False,False,True,"Panel A is a tally of sequenced isolates (colored squares keyed to P. putida genome start positions) with and without RpoD, and panel B is an OD600 bar chart; neither depicts an engineered construct's composition. No sequence features are laid out on a backbone as a design specification.",
10.1021/acssynbio.6b00391,2017,1,False,False,True,"All four panels are mechanism illustrations of thrombin-bound duplex aptamers inducing a DNA bubble and RNAP transcription, paired with annotated nucleotide sequences marking the promoter's recognition and unwinding regions. The nucleic-acid depictions annotate where features sit in a sequence and how base-pairing/binding behaves rather than specifying a construct's composition and arrangement as a design to build.",
10.1021/acssynbio.6b00391,2017,2,False,False,True,"All three panels (a bar chart of GFP concentration, b time-course kinetics curves, c Michaelis-Menten plots) are purely quantitative data plots with no diagrammatic depiction of construct composition or arrangement.",
10.1021/acssynbio.6b00391,2017,3,False,False,True,"All three panels (a, b, c) are purely quantitative data plots — Km and kcat from Michaelis–Menten fits and GFP concentration, each plotted against DBDAP in base pairs. No panel depicts the composition or arrangement of the construct, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.6b00391,2017,4,False,False,True,"Figure 4 consists solely of two quantitative data plots — a bar chart of CA activity versus thrombin concentration and a scatter/regression plot of mRNA amplification versus enzymatic activity. No panel depicts sequence features, construct composition, or a nucleic-acid design.",
10.1021/acssynbio.7b00078,2017,1,False,False,True,"Figure 1 shows a peptide sequence/analogue library, a GPCR receptor-binding and signaling mechanism, a chemical-synthesis and plate-assay workflow, and agar plate photographs. No panel depicts an engineered nucleic-acid construct or its sequence-feature composition, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.7b00078,2017,2,False,False,True,"Panels A and B are protein-level mechanism cartoons of split-intein trans-splicing (α-factor N/C fragments, N-/C-inteins, MBP fusion) and panel C is an SDS-PAGE gel; nothing lays out sequence features on a nucleic-acid backbone or otherwise specifies a genetic construct's design.",
10.1021/acssynbio.7b00078,2017,3,False,False,True,"Panel A is a protein trans-splicing assay workflow with protein blobs (reconstituted α-factor, FAR1, pFUS1-GFP) and no depiction of a nucleic-acid construct's composition — the pFus1-GFP reporter appears only as a labeled protein/oval, not a backbone layout of promoter and CDS. The remaining panels (B, C, E) are bar and flow-cytometry plots and (D) an immunoblot, so no panel specifies a genetic design that SBOL Visual glyphs could express.",
10.1021/acssynbio.7b00078,2017,4,False,False,True,"Panels A and B are protein-level mechanism cartoons of intein-mediated N-terminal cleavage on fusion proteins (α-factor, MBP, N-/C-intein), with no nucleic-acid sequence features or backbone layout, and the remaining panels are an SDS-PAGE gel (C) and bar charts (D, E). No panel specifies the composition or arrangement of an engineered nucleic-acid construct.",
10.1021/acssynbio.7b00078,2017,5,False,False,True,"Figure 5 is a single bar chart of normalized GFP fluorescence across buffer, N3-only, C3-only, SD-2xSCAA, and YPD conditions. It presents only quantitative assay data with no depiction of nucleic-acid construct composition or arrangement.",
10.1021/acssynbio.7b00099,2017,1,False,False,True,"Panel A is an annotated map of the native S. marcescens pig gene cluster, color-coded by biosynthetic role to show where the pathway genes sit, rather than a specification of an engineered construct to build; panels B and C are a biosynthetic pathway/mutasynthesis mechanism schematic and photographs of culture flasks. No panel lays out the composition of an engineered nucleic-acid construct as a design.",
10.1021/acssynbio.7b00099,2017,2,False,False,True,"Figure 2 consists solely of chemical structures of monopyrrole precursors, photographs of ethanolic extract tubes, and numerical quantification values. No panel depicts nucleic-acid sequence features, plasmid composition, or genetic circuit design.",
10.1021/acssynbio.7b00099,2017,3,False,False,True,"Figure 3 consists only of fluorescence micrographs (A, B), a Western blot (C), a small-molecule chemical structure (D), and quantitative data plots (E, F). No panel depicts nucleic-acid sequence features, construct composition, or genetic circuit design.",
10.1021/acssynbio.7b00111,2017,1,False,False,True,"Figure 1 is a protocol/workflow schematic of the droplet-microfluidic screening pipeline (encapsulation, gelation, microcolony growth, FACS sorting, bacterial recovery) accompanied by phase-contrast and fluorescence micrographs. No panel depicts sequence features, a backbone, or the composition of an engineered nucleic-acid construct, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.7b00111,2017,2,False,False,True,"Figure 2 consists solely of flow cytometry data plots — SSC-H/FSC-H scatter plots at successive time points and fluorescence histograms of gated bead populations. No panel depicts a nucleic-acid construct, genetic circuit, or sequence features, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.7b00111,2017,3,False,False,True,"Figure 3 consists solely of two flow cytometry histograms (panels a and b) plotting normalized cell count against fluorescence intensity, with no depiction of any nucleic-acid construct; the pBAD-GFP plasmid is described only in the caption text, not drawn.",
10.1021/acssynbio.7b00111,2017,4,False,False,True,"Figure 4 consists only of flow cytometry histograms (a, b) and a bar chart of normalized fluorescence (c); no panel depicts a nucleic-acid construct's composition or arrangement. It is entirely data plots, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.7b00111,2017,5,False,False,True,"Panel (a) is a bar chart of normalized fluorescence and fold induction, and panel (b) is a colored nucleotide alignment of pBAD promoter mutant sequences annotated with the positions of the -35 and -10 boxes. Both are data/sequence annotation rather than a diagram specifying the composition and arrangement of an engineered construct.",
10.1021/acssynbio.7b00304,2018,1,False,False,True,"Figure 1 is a metabolic pathway map showing biochemical conversions from glucose and palmitate to adipic acid, muconic acid, and glucaric acid within a cell outline. It contains no depiction of nucleic-acid sequence features, constructs, plasmids, or genetic circuit composition, so there is nothing that SBOL Visual glyphs would represent.",
10.1021/acssynbio.7b00304,2018,2,False,False,True,"Figure 2 is solely a logarithmic bar chart comparing internal/external adipic acid concentration ratios across four transport mechanisms in E. coli and S. cerevisiae. It is a data plot with no depiction of nucleic-acid sequence features, construct composition, or genetic design.",
10.1021/acssynbio.7b00304,2018,3,False,False,True,"Figure 3 consists solely of grouped bar charts (panels A and B) reporting maximum carbon yields in % for various pathways in E. coli and S. cerevisiae. It contains no depiction of nucleic-acid sequence features, construct composition, or genetic circuit design.",
10.1021/acssynbio.7b00304,2018,4,False,False,True,"Figure 4 consists solely of two panels (A: E. coli, B: S. cerevisiae) of grouped bar charts quantifying elementary flux mode counts across metabolic pathways. It contains no depiction of nucleic-acid sequence features, constructs, or genetic circuits, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.7b00304,2018,5,False,False,True,"Figure 5 consists solely of four scatter plots (A–D) of product vs biomass carbon yield for elementary flux modes, with no depiction of nucleic-acid sequence features, constructs, or genetic circuits. It is purely quantitative data visualization, which the panel excluded.",
10.1021/acssynbio.7b00304,2018,6,False,False,True,"Figure 6 is purely a metabolic pathway map of glycolysis-derived routes to muconic and glucaric acid, showing metabolites, cofactors, and reaction arrows. It contains no depiction of nucleic-acid sequence features, plasmids, or genetic circuit composition, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.7b00304,2018,7,False,False,True,"Figure 7 is purely a metabolic pathway map of TCA-cycle-based routes to adipic acid, showing intermediates, cofactors, and reaction steps. It contains no depiction of nucleic-acid sequence features, plasmids, or genetic circuit composition that SBOL Visual glyphs could represent.",
10.1021/acssynbio.7b00304,2018,8,False,False,True,"Figure 8 is purely a metabolic pathway map of fatty acid metabolism routes to adipic acid, showing metabolites, cofactors, and reaction arrows. It contains no nucleic-acid construct depiction — no sequence features, backbone layout, plasmid composition, or genetic circuit design — so there is nothing that SBOL Visual glyphs would represent.",
10.1021/acssynbio.7b00304,2018,9,False,False,True,"Figure 9 is a computational workflow schematic showing the NET-analysis/EMA pipeline (metabolic network → elementary modes → feasible/infeasible EFMs) with stoichiometric matrices, a mathematical/modeling flowchart with no depiction of nucleic-acid constructs or sequence features. Nothing in it specifies the composition or arrangement of an engineered genetic construct.",
10.1021/acssynbio.7b00413,2018,1,True,True,True,"Panel B lays out a series of engineered expression constructs (pPKm-231 through pPKm-235, pPKm-105, pPKm-145) as linear cassettes with a keyed glyph legend of EF1α/CMV promoters, CDSs, P2A, IRES, NLS, and tags, which is a design specification of composition and arrangement rather than sequence annotation or cloning cartography. This is directly renderable with SBOL Visual glyphs, so the figure counts even though panel A is a metabolic pathway and part of the figure is gel data.",
10.1021/acssynbio.7b00413,2018,2,True,True,True,"Panels A and B each lay out a series of expression plasmids as linear design maps — EF1α/CMV promoters, CDSs, IRES, P2A linkers, NLS/MTS/HA tags and Puro markers arranged in order on a backbone, with a symbol legend — which specifies the composition of engineered constructs rather than annotating a native sequence or documenting cloning apparatus. These construct depictions could be redrawn with SBOL Visual glyphs, so the figure counts despite the accompanying bar charts and blots.",
10.1021/acssynbio.7b00413,2018,3,True,True,True,"Panels A, C, and E lay out engineered expression constructs as linear designs, with promoters (EF1α, CMV, CMVmin), UAS operator sites, coding sequences (ho1, pcyA, petF, petH, PhyB, PIF3, F-luciferase), IRES elements, P2A linkers, NLS/MTS targeting signals, and tags arranged in defined order — a design specification of what to build rather than a sequence annotation or cloning map. This composition is directly expressible in SBOL Visual glyphs, and the accompanying bar charts, blots, and mechanism schematic do not diminish that.",
10.1021/acssynbio.7b00413,2018,4,True,True,True,"Panel A lays out three engineered expression constructs as linear part arrangements — EF1α and CMVmin promoters, UAS, CDSs, IRES, MTS/NLS/P2A linkers, and a Puro marker — with a symbol legend, specifying the composition of the PhyB-PIF3 switch rather than annotating a native sequence or documenting cloning apparatus. The remaining panels are timelines and data plots, but the construct design in A is judged on its own terms and is directly expressible in SBOL Visual glyphs.",
10.1021/acssynbio.7b00413,2018,5,True,True,True,"Panel A presents linear maps of three engineered expression constructs (pPKm-230, pPKm-248, pPKm-202) laid out as ordered sequence features — EF1α and CMVmin promoters, UAS operator array, CDS fusions, IRES, MTS/NLS tags, P2A peptides, and a Puro marker — which specifies the composition and arrangement of the designed constructs rather than annotating a native sequence or documenting cloning apparatus. Panels B and C are data plots, but the design depiction in panel A alone makes the figure SBOL Visual compatible.",
10.1021/acssynbio.7b00433,2018,1,False,False,True,"Panel A is a cotranslational-incorporation mechanism illustration — a suppressor tRNA anticodon pairing with the CaM mRNA, whose line merely annotates where specific codons sit (Ala 1, amber 34 or Cys 110, Lys 148, 6xHis) rather than specifying a construct's design — with protein cartoons of the labeled product; panel B is a fluorescent gel image. Neither panel lays out an engineered nucleic-acid construct's composition as a design to build.",
10.1021/acssynbio.7b00433,2018,2,False,False,True,"Figure 2 consists entirely of data plots — three smFRET efficiency histograms (A, C, D) and a stoichiometry vs. FRET efficiency scatter plot (B). No panel depicts a nucleic-acid construct, sequence features, or genetic circuit design that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.7b00433,2018,3,False,False,True,"Figure 3 contains only a smFRET histogram (A), a stoichiometry-vs-FRET scatter plot (B), and an SDS-gel image (C). No panel depicts nucleic-acid sequence features, construct composition, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.7b00460,2018,1,False,False,True,"Figure 1 consists solely of confocal fluorescence micrographs of giant unilamellar vesicles (panels a-c) and a 3D reconstruction of a stomatocyte-shaped vesicle (panel d). It contains no depiction of nucleic-acid sequence features, constructs, or genetic circuit design, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.7b00460,2018,2,False,False,True,"Figure 2 consists solely of confocal fluorescence micrographs of giant unilamellar vesicles containing PEG, shown at two magnifications across four panels. It contains no diagrammatic depiction of nucleic-acid sequence features, genetic circuits, or constructs that SBOL Visual glyphs could represent.",
10.1021/acssynbio.7b00460,2018,3,False,False,True,"Figure 3 consists only of confocal micrographs of GUV shape categories (panel a) and stacked bar charts quantifying those shape percentages across PEG molecular weights and concentrations (panels b-e). No panel depicts nucleic-acid sequence features, construct composition, or molecular interactions that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.7b00460,2018,4,False,False,True,"Figure 4 is a single stacked bar chart plotting the percentage of seven GUV shape categories against BSA concentration, with no diagrammatic content. It is a data plot only and contains no depiction of an engineered nucleic-acid construct or its design.",
10.1021/acssynbio.7b00460,2018,5,False,False,True,"Figure 5 consists solely of confocal micrographs of deflated GUVs (panels a–c), a stacked bar chart of shape-category percentages (panel d), and an agarose gel electrophoresis image of λDNA (panel e). No panel depicts sequence features, construct composition, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.7b00460,2018,6,False,False,True,"Panel (a) is a mechanism cartoon of φ29 random-primer strand-displacement amplification inside a GUV (primers annealing to template strands with polymerase), not a specification of an engineered construct's composition, and panels (b, c) are confocal micrographs. No sequence-feature layout or genetic design content is communicated.",
10.1021/acssynbio.8b00424,2018,1,False,False,True,"All panels are base-pairing/strand-displacement mechanism schematics (a, d), a conceptual input/output block diagram (b), and a conceptual organism illustration (c); no panel lays out an engineered construct's composition as a design specification. Per the checklist, base-pairing and mechanism illustrations were not counted even though they depict nucleic-acid strands and domains.",
10.1021/acssynbio.8b00424,2018,2,False,False,True,"Figure 2 depicts NUPACK multistate sequence-design test tubes as RNA secondary-structure (base-pairing) diagrams with domain labels, plus equilibrium-probability shading and ensemble-defect bar charts. No panel lays out sequence features such as promoters, RBSs, CDSs, or terminators along a backbone, so there is no construct design depiction that SBOL Visual glyphs could represent.",
10.1021/acssynbio.8b00424,2018,3,False,False,True,"Figure 3 consists of native PAGE gel images documenting siRNA production, headed only by abstract logic-gate cartoons (mRNA squiggle → triangular gate symbol → siRNA duplex) that denote signal-transduction logic rather than the composition or arrangement of an engineered nucleic-acid construct. No sequence features are laid out on a backbone and no construct design is specified, so there is nothing SBOL Visual glyphs would represent.",
10.1021/acssynbio.8b00424,2018,4,False,False,True,"Both panels are data plots: (a) a scatter of probe-binding fraction versus position along mRNA Y, and (b) hybridization yield versus NUPACK-calculated subsequence free energy. No panel depicts the composition or arrangement of an engineered nucleic-acid construct — the position axis is sequence-accessibility measurement, not a design specification.",
10.1021/acssynbio.8b00424,2018,5,False,False,True,"Panel (a) is a gel autoradiograph of scRNA/siRNA bands and panel (b) is a bar chart quantifying ON:OFF ratios, with no diagram of an engineered nucleic-acid construct's composition or arrangement. The figure presents experimental data only, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.8b00305,2019,1,False,False,True,"Figure 1 is a computational workflow schematic for the REAP method, showing a phylogenetic tree, a multiple sequence alignment of protein homologs, functional-divergence patterns, and a protein ribbon structure. It contains no depiction of an engineered nucleic-acid construct or its sequence features, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.8b00305,2019,2,False,False,True,"Figure 2 is a multiple sequence alignment table of EF-Tu and SelB protein sequences across species, color-coding Type I and Type II functionally divergent amino acid positions. It contains only protein-level residue data with no depiction of an engineered nucleic-acid construct or its arrangement.",
10.1021/acssynbio.8b00305,2019,3,False,False,True,"Panel A is a scatter plot of residue site ranking versus distance and panel B is a protein crystal structure of EF-Tu complexed with tRNA highlighting mutated amino acid sites. Neither panel depicts a nucleic-acid construct design with sequence features on a backbone, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.8b00305,2019,4,False,False,True,"Panel A is a table of amino acid substitutions per EF-Tu variant, and panel B is a protein crystal structure showing mutated residues complexed with phenylalanine and tRNA-Phe. Neither panel depicts an engineered nucleic-acid construct's composition or arrangement, so there is no SBOL Visual design content.",
10.1021/acssynbio.8b00305,2019,5,False,False,True,"Figure 5 is a single grouped bar chart plotting IC50 values (chloramphenicol) for EF-Tu variants with and without SepRS, with error bars and significance markers. It contains only quantitative assay data and no depiction of nucleic-acid sequence features, construct composition, or molecular interactions that SBOL Visual glyphs could represent.",
10.1021/acssynbio.8b00305,2019,6,False,False,True,"Figure 6 consists of a protein amino-acid sequence snippet annotating the permissive 'X' position in CAT plus a results table of amino acids incorporated by each EF-Tu variant; it contains no nucleic-acid construct design, only sequence annotation and tabulated mass-spectrometry data.",
10.1021/acssynbio.8b00305,2019,7,False,False,True,"Figure 7 consists solely of three growth-curve plots (OD600 versus time) for EF-Tu variants under different media conditions. It contains only data plots with no depiction of nucleic-acid construct composition, sequence features, or molecular interactions.",
10.1021/acssynbio.8b00342,2019,1,False,False,True,"Figure 1 consists solely of Western blot images showing degradation of four staphylococcal reporter proteins in spent media, accompanied by a text table listing strain protease-deletion genotypes. There is no diagram of nucleic-acid construct composition or arrangement, so nothing in it could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.8b00342,2019,2,False,False,True,"All three panels of Figure 2 are Western blot images showing cellular and extracellular protein levels and subcellular fractionation; no panel depicts a nucleic-acid construct, plasmid composition, or sequence features. The plasmid and promoter details appear only in the caption text, not as a diagram.",
10.1021/acssynbio.8b00342,2019,3,False,False,True,"Figure 3 consists solely of experimental data: panel (a) is a Western blot of AmyQ in strains 168 and PG10, and panel (b) is a photograph of starch-degradation halos on an agar plate. Neither panel depicts sequence features, construct composition, or any nucleic-acid design that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.8b00342,2019,4,False,False,True,"Figure 4 consists solely of two growth-curve plots (OD600 versus time) for B. subtilis 168 and PG10 carrying pRAG3::isaA with and without subtilin induction. It contains only quantitative data plots with no depiction of construct composition or sequence features, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.8b00342,2019,5,False,False,True,"Figure 5 consists solely of Western blot images of cellular and secreted IsaA (plus a TrxA lysis control) across a time course for B. subtilis 168 and PG10. It contains no diagram of an engineered nucleic-acid construct, circuit, or its sequence features, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.8b00342,2019,6,False,False,True,"Figure 6 consists solely of Western blot images of cell and medium fractions showing IsaA and TrxA bands over a time course. It contains no depiction of nucleic-acid construct design, sequence features, or genetic circuit composition.",
10.1021/acssynbio.8b00342,2019,7,False,False,True,"Figure 7 consists solely of two time-course line plots (panels a and b) showing GFP transcriptional activity and OD600 for B. subtilis 168 and PG10 with or without lincomycin. No panel depicts the composition or arrangement of the bmrC-GFP construct or any other nucleic-acid design, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.0c00133,2020,1,True,True,True,"Panel B lays out the 3NFAT_Pmin-fLuc reporter construct as a design — three NFAT target sites upstream of a minimal promoter driving a firefly luciferase CDS — which is exactly the kind of engineered transcriptional unit SBOL Visual glyphs express. The surrounding pathway schematic (A), protein domain map (D), bar charts (C, E–G), and micrographs (H) are not themselves compatible, but the construct depiction in B is judged on its own terms.",
10.1021/acssynbio.0c00133,2020,2,True,False,False,"The only schematic panels (A, D, H) are protein domain-architecture maps of engineered NFAT fusion variants — Myc tag, TAD-A, NLS/NES signals, RHD, linker and anchor peptide with phosphorylation sites annotated — with no nucleic-acid sequence features, backbone, or genetic-circuit composition; panel G is a signaling-mechanism cartoon and the remaining panels are confocal micrographs and bar charts.",
10.1021/acssynbio.0c00133,2020,3,True,True,True,"Panel C specifies the design of an engineered reporter construct — ten TALE binding sites arranged upstream of a minimal promoter driving fLuc — which is directly renderable as SBOL Visual operator, promoter, and CDS glyphs on a backbone, and panel A likewise lays out the modular composition of the engineered NFAT:TALE:VP64 transcription factor coding sequence. The data plots in D/E and the mechanism cartoon in B do not negate the design-specification content of those panels.",
10.1021/acssynbio.0c00133,2020,4,True,True,True,"Panel A is a linear, left-to-right schematic specifying the modular composition and arrangement of the engineered mNFAT4-462:TALE:VP64:KRφ fusion construct (Myc tag, TAD-A, NLS/NES, TALE DBD, linkers, VP64, KRφ), which is a design specification of a construct to build rather than a sequence annotation or cloning map. The remaining panels (mechanism cartoon, confocal images, bar charts) are not compatible on their own, but the construct depiction in A is judged on its own terms.",
10.1021/acssynbio.0c00133,2020,5,True,True,True,"Panel A depicts the engineered reporter construct as a design — an array of TALE binding sites followed by a minimal promoter with a transcription-start arrow and an output coding sequence laid out on a DNA backbone — together with the NFAT:TALE:VP64 activator's regulatory interaction on it, which is exactly the construct-plus-molecular-species content SBOL Visual glyphs express. The bar charts in B-D and the surrounding Ca2+/TRPV1 mechanism elements are not themselves compatible, but the construct depiction stands on its own as a design specification.",
10.1021/acssynbio.1c00525,2022,1,False,False,True,Panel A is a Golden Gate cloning workflow schematic — anonymous colored fragments plus a destination vector with overhangs/antibiotic marker combining into an assembly product — which is laboratory cartography documenting how a cloning product was built rather than a design specifying a construct's sequence features and arrangement; panel B is a photograph of an outgrowth plate.,
10.1021/acssynbio.1c00525,2022,2,False,False,True,"Figure 2 consists solely of a photograph of a phage plaque plate (A) and Bioanalyzer gel-like electropherogram images of amplicon digests (B, C). It contains no diagram of an engineered construct's sequence features or composition, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.1c00547,2022,1,False,False,True,"Figure 1 is a purely anatomical illustration of human skin layers (epidermis, dermis, hypodermis, appendages, and epidermal strata) with no nucleic-acid or genetic construct content. It is a conceptual biological schematic, not a design specification that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.1c00547,2022,2,False,False,True,"Figure 2 is a conceptual workflow schematic of 3D skin bioprinting, showing cell/bioink substrates, an extrusion printer producing a 3D skin construct, and downstream applications (grafting, drug testing, wound healing). No panel depicts nucleic-acid sequence features, genetic circuits, or plasmid composition, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.1c00580,2022,1,True,True,True,"The figure depicts two engineered DNA templates drawn as backbones with promoters (pSP6, pT7), coding/aptamer-encoding segments, ribozyme elements, and terminators, specifying the composition of an RNA-based toggle switch circuit. Although it also shows the regulatory mechanism, the construct depictions are design specifications of the circuit rather than sequence annotations or cloning maps, and the interactions between constructs and molecular species are directly expressible with SBOL Visual glyphs.",
10.1021/acssynbio.1c00580,2022,2,True,True,True,"Panels a–d each head their data plots with a DNA-template schematic laid out on a backbone — pSP6/pT7 promoter arrows, aptamer/reporter coding segments, and terminators — specifying the composition and arrangement of the engineered cis-acting circuits, plus inhibition arrows to the promoter and from the kleptamer. These are design specifications directly renderable with SBOL Visual glyphs, not sequence annotations or cloning maps.",
10.1021/acssynbio.1c00580,2022,3,True,True,True,"Panels (a) and (c) are design diagrams of engineered DNA templates, showing promoters (pT7, pSP6), aptamer-coding regions, and terminators arranged on backbones plus repression interactions between the constructs — content directly expressible with SBOL Visual glyphs. The accompanying fluorescence plots in (b) and (d) do not negate the compatible construct panels.",
10.1021/acssynbio.1c00580,2022,4,True,True,True,"Panel (a) is a genetic circuit diagram specifying the design of two DNA constructs — a pSP6 promoter driving malachite green aptamer and T7 inhibitory aptamer separated by an HHR ribozyme with a terminator, and a pT7 promoter driving tBroccoli and SP6 aptamer — together with the mutual repression interactions between them. This is design specification of engineered nucleic-acid constructs, drawable with SBOL Visual glyphs, even though the remaining panels (b-d) are fluorescence time-course plots.",
10.1021/acssynbio.2c00205,2022,1,False,False,True,"The figure comprises chemical structures (A), a protein sequence alignment (B), a yeast mating-pathway signaling schematic (C), and mechanism cartoons with dose-response plots (D, E); no panel lays out an engineered construct's composition as a design. The only nucleic-acid element, the P_FIG1-luciferase reporter box in panel C, is a node decorating a signaling pathway rather than a design specification.",
10.1021/acssynbio.2c00205,2022,2,False,False,True,"Panel A is a protocol/workflow schematic of a GPCR-based yeast sensor screen drawn with cartoon cells, membrane receptors, and small-molecule structures, with no depiction of nucleic-acid sequence features or construct composition; panels B and C are dose-response and library screening data plots. Nothing in the figure specifies the design of an engineered DNA construct.",
10.1021/acssynbio.2c00205,2022,3,False,False,True,"Figure 3 contains only chemical structures with dose-response curves (A), a cell-growth toxicity plot (B), and protein-ligand docking renderings of the HR_H2 receptor binding pocket (C). No panel depicts nucleic-acid sequence features, plasmid composition, or the design of an engineered genetic construct.",
10.1021/acssynbio.2c00205,2022,4,False,False,True,"Figure 4 consists solely of dose-response data plots with inset small-molecule chemical structures (A, B) and a protein docking/structural overlay (C). No panel depicts a nucleic-acid construct, sequence features, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00205,2022,5,False,False,True,"The figure consists solely of dose-response and cell-growth data plots with chemical structure drawings (panels A and B) and protein-ligand docking renderings of the HR_H2 receptor binding pocket (panel C). No panel depicts nucleic-acid sequence features, plasmid composition, or genetic circuit design that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00407,2023,1,False,False,True,"Figure 1 is an image-analysis workflow schematic (panel A) combined with fluorescence micrographs of GUVs and annotated detection/contour overlays (panels B–G). No panel depicts nucleic-acid sequence features, genetic circuits, or construct composition, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00407,2023,2,False,False,True,"Panels A–C are annotated micrographs of vesicle detection, and D–H are heatmaps and bar charts of detector performance; no panel depicts nucleic-acid sequence features, construct composition, or molecular interactions. The figure is entirely image data and quantitative plots, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00407,2023,3,False,False,True,"Figure 3 consists solely of fluorescence micrographs of giant unilamellar vesicles paired with their algorithmic detection overlays (circles, bounding boxes, segmentation masks). It contains no depiction of nucleic-acid sequence features, genetic circuits, or constructs that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00407,2023,4,False,False,True,"Figure 4 is a decision-tree flowchart of yes/no questions routing users to one of DisGUVery's image-analysis detection modules (CHT, MTM, FF). It contains no nucleic-acid sequence features, constructs, or genetic circuit design content, so it is a software workflow schematic rather than SBOL Visual–compatible content.",
10.1021/acssynbio.2c00407,2023,5,False,False,True,"Figure 5 consists solely of fluorescence micrographs of giant unilamellar vesicles, image-processing schematics of edge/membrane detection, and angular intensity/radial-distance plots. No panel depicts nucleic-acid sequence features, genetic circuits, or engineered construct designs.",
10.1021/acssynbio.2c00407,2023,6,False,False,True,"Figure 6 consists solely of wide-field fluorescence micrographs of GUVs/LUVs, image-segmentation overlays, and quantitative plots of intensity versus vesicle radius. No panel depicts an engineered nucleic-acid construct's composition or arrangement, so there is nothing that could be rendered with SBOL Visual glyphs.",
10.1021/acssynbio.2c00516,2023,1,False,False,True,"Figure 1 is a conceptual/mechanistic schematic of actin-containing giant unilamellar vesicles adhering to a streptavidin-micropatterned surface, showing lipids, PEG/PLL layers, biotin-streptavidin linkages, and actin filaments. It contains no nucleic-acid construct or genetic design content that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00516,2023,2,False,False,True,"Figure 2 comprises a schematic of giant unilamellar vesicle deformation on a stripe micropattern, confocal micrographs and a 3D reconstruction, and a violin plot of axis ratios versus GUV size. No panel depicts nucleic-acid sequence features, genetic circuits, or plasmid composition, so there is no construct design content for SBOL Visual glyphs to represent.",
10.1021/acssynbio.2c00516,2023,3,False,False,True,"Figure 3 consists solely of six confocal fluorescence micrographs of GUVs adhering to crossbow and cross micropatterns, with no schematic panels. It contains no depiction of an engineered nucleic-acid construct or its sequence features, so there is nothing that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00516,2023,4,False,False,True,"Figure 4 consists solely of calculated heat maps of actin probability density, angle probability distribution plots (theoretical and experimental), and fluorescence micrographs of actin-containing GUVs. No panel depicts a nucleic-acid construct, sequence features, or genetic circuit design, so there is nothing that could be drawn with SBOL Visual glyphs.",
10.1021/acssynbio.2c00609,2023,1,False,False,True,"Figure 1 consists solely of box-and-violin plots comparing chemical concentrations of IVT and capping reaction buffer components from the literature. It contains no depiction of an engineered nucleic-acid construct, sequence features, or molecular interactions that SBOL Visual glyphs could represent.",
10.1021/acssynbio.2c00609,2023,2,False,False,True,"Figure 2 consists solely of agarose gel photographs (panels A and B) with condition tables, plus a bar chart and box plot of RNA yields (panels C and D). No panel depicts sequence features, construct architecture, or functional interactions that could be rendered with SBOL Visual glyphs.",
