record_id,doi,doi_url,year,issue_month,issue_month_number,title_source,title_crossref,publication_date,authors_json,volume,issue,pages,figures_total,figures_sbol_visual_compatible,figures_sbol_visual_compliant,figures_best_practices,has_compatible_figures,has_compliant_figures,all_compatible_figures_compliant,has_best_practice_figures,all_compatible_figures_best_practice,historical_count_invariant_valid,requires_adjudication,label_granularity,figure_identities_available,annotation_source,annotation_path,annotation_sheet,annotation_row,annotation_comments_json,rubric_url,crossref_match_method,crossref_title_score,crossref_match_margin,publisher_url,crossref_license_urls_json,crossref_full_text_links_json,openalex_id,is_oa,oa_status,europepmc_id,europepmc_pmcid,europepmc_in_pmc,europepmc_in_epmc,europepmc_author_manuscript,europepmc_is_open_access,europepmc_external_pdf_candidates,download_eligible,selected_pdf_url,selected_pdf_license,selected_pdf_version,selected_pdf_source,pdf_candidate_count
doi:10.1021/acssynbio.5b00156,10.1021/acssynbio.5b00156,https://doi.org/10.1021/acssynbio.5b00156,2016,March,3,Measurements of Gene Expression at Steady State Improve the Predictability of Part Assembly,Measurements of Gene Expression at Steady State Improve the Predictability of Part Assembly,2016-03-18,"[""Haoqian M. Zhang"", ""Shuobing Chen"", ""Handuo Shi"", ""Weiyue Ji"", ""Yeqing Zong"", ""Qi Ouyang"", ""Chunbo Lou""]",5,3,269-273,3,3,3,3,True,True,True,True,True,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,March,12,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.517647,https://doi.org/10.1021/acssynbio.5b00156,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00156"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2221100080,False,closed,MED:26652307,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00064,10.1021/acssynbio.5b00064,https://doi.org/10.1021/acssynbio.5b00064,2016,April,4,Cell–Cell Communication in Yeast Using Auxin Biosynthesis and Auxin Responsive CRISPR Transcription Factors,Cell–Cell Communication in Yeast Using Auxin Biosynthesis and Auxin Responsive CRISPR Transcription Factors,2016-04-15,"[""Arjun Khakhar"", ""Nicholas J. Bolten"", ""Jennifer Nemhauser"", ""Eric Klavins""]",5,4,279-286,5,4,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,3,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.47191,https://doi.org/10.1021/acssynbio.5b00064,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00064"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2288379730,False,closed,MED:26102245,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00090,10.1021/acssynbio.5b00090,https://doi.org/10.1021/acssynbio.5b00090,2016,April,4,Engineering Transcriptional Regulator Effector Specificity Using Computational Design and In Vitro Rapid Prototyping: Developing a Vanillin Sensor,Engineering Transcriptional Regulator Effector Specificity Using Computational Design and In Vitro Rapid Prototyping: Developing a Vanillin Sensor,2016-04-15,"[""Emmanuel L. C. de los Santos"", ""Joseph T. Meyerowitz"", ""Stephen L. Mayo"", ""Richard M. Murray""]",5,4,287-295,8,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,4,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.527273,https://doi.org/10.1021/acssynbio.5b00090,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00090"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2950963468,False,closed,MED:26262913,,False,False,False,False,1,False,,,,,2
doi:10.1021/acssynbio.5b00141,10.1021/acssynbio.5b00141,https://doi.org/10.1021/acssynbio.5b00141,2016,April,4,Automatic Control of Gene Expression in Mammalian Cells,Automatic Control of Gene Expression in Mammalian Cells,2016-04-15,"[""Chiara Fracassi"", ""Lorena Postiglione"", ""Gianfranco Fiore"", ""Diego di Bernardo""]",5,4,296-302,4,1,1,0,True,True,True,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,5,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.432432,https://doi.org/10.1021/acssynbio.5b00141,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00141"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2271769170,True,green,MED:26414746,,False,False,False,False,1,False,,,,,3
doi:10.1021/acssynbio.5b00237,10.1021/acssynbio.5b00237,https://doi.org/10.1021/acssynbio.5b00237,2016,April,4,A Tunable Protein Piston That Breaks Membranes to Release Encapsulated Cargo,A Tunable Protein Piston That Breaks Membranes to Release Encapsulated Cargo,2016-04-15,"[""Jessica K. Polka"", ""Pamela A. Silver""]",5,4,303-311,5,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,6,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.527559,https://doi.org/10.1021/acssynbio.5b00237,"[""https://pubs.acs.org/page/policy/authorchoice_termsofuse.html""]","[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00237"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""unspecified""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/4/303/67255065/acssynbio.5b00237.pdf"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""syndication""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/4/303/67255065/acssynbio.5b00237.pdf"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2259957062,True,hybrid,MED:26814170,,False,False,False,False,0,False,,,,,2
doi:10.1021/acssynbio.5b00158,10.1021/acssynbio.5b00158,https://doi.org/10.1021/acssynbio.5b00158,2016,April,4,Intelligent Microbial Heat-Regulating Engine (IMHeRE) for Improved Thermo-Robustness and Efficiency of Bioconversion,Intelligent Microbial Heat-Regulating Engine (IMHeRE) for Improved Thermo-Robustness and Efficiency of Bioconversion,2016-04-15,"[""Haiyang Jia"", ""Xiangying Sun"", ""Huan Sun"", ""Chenyi Li"", ""Yunqian Wang"", ""Xudong Feng"", ""Chun Li""]",5,4,312-320,5,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,7,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.521739,https://doi.org/10.1021/acssynbio.5b00158,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00158"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2258312487,False,closed,MED:26793993,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00176,10.1021/acssynbio.5b00176,https://doi.org/10.1021/acssynbio.5b00176,2016,April,4,Molecular Titration Promotes Oscillations and Bistability in Minimal Network Models with Monomeric Regulators,Molecular Titration Promotes Oscillations and Bistability in Minimal Network Models with Monomeric Regulators,2016-04-15,"[""Christian Cuba Samaniego"", ""Giulia Giordano"", ""Jongmin Kim"", ""Franco Blanchini"", ""Elisa Franco""]",5,4,321-333,7,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,8,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.508982,https://doi.org/10.1021/acssynbio.5b00176,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00176"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2282407256,False,closed,MED:26797494,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00228,10.1021/acssynbio.5b00228,https://doi.org/10.1021/acssynbio.5b00228,2016,April,4,Modular Optimization of a Hemicellulose-Utilizing Pathway in Corynebacterium glutamicum for Consolidated Bioprocessing of Hemicellulosic Biomass,Modular Optimization of a Hemicellulose-Utilizing Pathway in Corynebacterium glutamicum for Consolidated Bioprocessing of Hemicellulosic Biomass,2016-04-15,"[""Sung Sun Yim"", ""Jae Woong Choi"", ""Se Hwa Lee"", ""Ki Jun Jeong""]",5,4,334-343,6,1,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,9,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.539823,https://doi.org/10.1021/acssynbio.5b00228,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00228"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2263999214,False,closed,MED:26808593,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00296,10.1021/acssynbio.5b00296,https://doi.org/10.1021/acssynbio.5b00296,2016,April,4,The All E. coli TX-TL Toolbox 2.0: A Platform for Cell-Free Synthetic Biology,The All E. coli TX-TL Toolbox 2.0: A Platform for Cell-Free Synthetic Biology,2016-04-15,"[""Jonathan Garamella"", ""Ryan Marshall"", ""Mark Rustad"", ""Vincent Noireaux""]",5,4,344-355,7,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,10,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.426087,https://doi.org/10.1021/acssynbio.5b00296,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00296"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2337003117,False,closed,MED:26818434,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00162,10.1021/acssynbio.5b00162,https://doi.org/10.1021/acssynbio.5b00162,2016,April,4,Synthetic RNA Polymerase III Promoters Facilitate High-Efficiency CRISPR–Cas9-Mediated Genome Editing in Yarrowia lipolytica,Synthetic RNA Polymerase III Promoters Facilitate High-Efficiency CRISPR?Cas9-Mediated Genome Editing in Yarrowia lipolytica,2016-04-15,"[""Cory M. Schwartz"", ""Murtaza Shabbir Hussain"", ""Mark Blenner"", ""Ian Wheeldon""]",5,4,356-359,2,1,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,April,11,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.462857,https://doi.org/10.1021/acssynbio.5b00162,"[""https://pubs.acs.org/page/policy/authorchoice_termsofuse.html""]","[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00162"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""unspecified""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/4/356/67117257/acssynbio.5b00162.pdf"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""syndication""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/4/356/67117257/acssynbio.5b00162.pdf"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2217013086,True,hybrid,MED:26714206,,False,False,False,False,0,False,,,,,2
doi:10.1021/acssynbio.5b00174,10.1021/acssynbio.5b00174,https://doi.org/10.1021/acssynbio.5b00174,2016,May,5,Novel Utilization of Terminators in the Design of Biologically Adjustable Synthetic Filters,Novel Utilization of Terminators in the Design of Biologically Adjustable Synthetic Filters,2016-05-20,"[""Mei-Ting Lin"", ""Chun-Ying Wang"", ""Hui-Juan Xie"", ""Chantal Hoi Yin Cheung"", ""Chiao-Hui Hsieh"", ""Hsueh-Fen Juan"", ""Bor-Sen Chen"", ""Che Lin""]",5,5,365-374,6,2,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,3,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.503356,https://doi.org/10.1021/acssynbio.5b00174,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00174"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2280205003,False,closed,MED:26912179,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00216,10.1021/acssynbio.5b00216,https://doi.org/10.1021/acssynbio.5b00216,2016,May,5,Corynebacterium glutamicum Metabolic Engineering with CRISPR Interference (CRISPRi),Corynebacterium glutamicum Metabolic Engineering with CRISPR Interference (CRISPRi),2016-05-20,"[""Sara Cleto"", ""Jaide VK Jensen"", ""Volker F. Wendisch"", ""Timothy K. Lu""]",5,5,375-385,5,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,4,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.511811,https://doi.org/10.1021/acssynbio.5b00216,"[""https://pubs.acs.org/page/policy/authorchoice_termsofuse.html""]","[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00216"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""unspecified""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/5/375/67117392/acssynbio.5b00216.pdf"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""syndication""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/5/375/67117392/acssynbio.5b00216.pdf"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2282184745,True,hybrid,MED:26829286,PMC4877668,True,True,False,True,0,False,,,,,2
doi:10.1021/acssynbio.5b00250,10.1021/acssynbio.5b00250,https://doi.org/10.1021/acssynbio.5b00250,2016,May,5,Yeast Pathway Kit: A Method for Metabolic Pathway Assembly with Automatically Simulated Executable Documentation,Yeast Pathway Kit: A Method for Metabolic Pathway Assembly with Automatically Simulated Executable Documentation,2016-05-20,"[""Filipa Pereira"", ""Flávio Azevedo"", ""Nadia Skorupa Parachin"", ""Bärbel Hahn-Hägerdal"", ""Marie F. Gorwa-Grauslund"", ""Björn Johansson""]",5,5,386-394,5,3,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,5,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.540107,https://doi.org/10.1021/acssynbio.5b00250,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00250"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2276515584,False,closed,MED:26916955,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00266,10.1021/acssynbio.5b00266,https://doi.org/10.1021/acssynbio.5b00266,2016,May,5,Quantitative Analyses of Core Promoters Enable Precise Engineering of Regulated Gene Expression in Mammalian Cells,Quantitative Analyses of Core Promoters Enable Precise Engineering of Regulated Gene Expression in Mammalian Cells,2016-05-20,"[""Christopher Ede"", ""Ximin Chen"", ""Meng-Yin Lin"", ""Yvonne Y. Chen""]",5,5,395-404,7,1,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,6,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.432432,https://doi.org/10.1021/acssynbio.5b00266,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00266"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2285036080,False,closed,MED:26883397,PMC4874895,True,True,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00289,10.1021/acssynbio.5b00289,https://doi.org/10.1021/acssynbio.5b00289,2016,May,5,Engineering of a Nepetalactol-Producing Platform Strain of Saccharomyces cerevisiae for the Production of Plant Seco-Iridoids,Engineering of a Nepetalactol-Producing Platform Strain of Saccharomyces cerevisiae for the Production of Plant Seco-Iridoids,2016-05-20,"[""Alex Campbell"", ""Philippe Bauchart"", ""Nicholas D. Gold"", ""Yun Zhu"", ""Vincenzo De Luca"", ""Vincent J. J. Martin""]",5,5,405-414,6,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,7,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.491379,https://doi.org/10.1021/acssynbio.5b00289,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00289"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2298004029,False,closed,MED:26981892,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00305,10.1021/acssynbio.5b00305,https://doi.org/10.1021/acssynbio.5b00305,2016,May,5,The Structure of a Thermophilic Kinase Shapes Fitness upon Random Circular Permutation,The Structure of a Thermophilic Kinase Shapes Fitness upon Random Circular Permutation,2016-05-20,"[""Alicia M. Jones"", ""Manan M. Mehta"", ""Emily E. Thomas"", ""Joshua T. Atkinson"", ""Thomas H. Segall-Shapiro"", ""Shirley Liu"", ""Jonathan J. Silberg""]",5,5,415-425,6,1,0,0,True,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,8,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.532847,https://doi.org/10.1021/acssynbio.5b00305,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00305"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2311894205,True,green,MED:26976658,PMC5122316,True,True,False,False,0,False,,,,,1
doi:10.1021/acssynbio.6b00011,10.1021/acssynbio.6b00011,https://doi.org/10.1021/acssynbio.6b00011,2016,May,5,A Droplet Microfluidic Platform for Automating Genetic Engineering,A Droplet Microfluidic Platform for Automating Genetic Engineering,2016-05-20,"[""Philip C. Gach"", ""Steve C.C. Shih"", ""Jess Sustarich"", ""Jay D. Keasling"", ""Nathan J. Hillson"", ""Paul D. Adams"", ""Anup K. Singh""]",5,5,426-433,7,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,9,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.364341,https://doi.org/10.1021/acssynbio.6b00011,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.6b00011"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2315037768,True,green,MED:26830031,,False,False,False,False,1,False,,,,,2
doi:10.1021/acssynbio.6b00025,10.1021/acssynbio.6b00025,https://doi.org/10.1021/acssynbio.6b00025,2016,May,5,Metabolic Engineering of Pseudomonas putida KT2440 for Complete Mineralization of Methyl Parathion and γ-Hexachlorocyclohexane,Metabolic Engineering of Pseudomonas putida KT2440 for Complete Mineralization of Methyl Parathion and γ-Hexachlorocyclohexane,2016-05-20,"[""Ting Gong"", ""Ruihua Liu"", ""Zhenqiang Zuo"", ""You Che"", ""Huilei Yu"", ""Cunjiang Song"", ""Chao Yang""]",5,5,434-442,7,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,May,10,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.475983,https://doi.org/10.1021/acssynbio.6b00025,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.6b00025"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2275337942,False,closed,MED:26854500,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.6b00146,10.1021/acssynbio.6b00146,https://doi.org/10.1021/acssynbio.6b00146,2016,June,6,Improving Synthetic Biology Communication: Recommended Practices for Visual Depiction and Digital Submission of Genetic Designs,Improving Synthetic Biology Communication: Recommended Practices for Visual Depiction and Digital Submission of Genetic Designs,2016-06-17,"[""Nathan J. Hillson"", ""Hector A. Plahar"", ""Jacob Beal"", ""Ranjini Prithviraj""]",5,6,449-451,1,1,1,1,True,True,True,True,True,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,June,3,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.544974,https://doi.org/10.1021/acssynbio.6b00146,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.6b00146"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2415274647,True,bronze,MED:27267452,,False,False,False,False,1,False,,,,,3
doi:10.1021/acssynbio.5b00219,10.1021/acssynbio.5b00219,https://doi.org/10.1021/acssynbio.5b00219,2016,June,6,Merlin: Computer-Aided Oligonucleotide Design for Large Scale Genome Engineering with MAGE,Merlin: Computer-Aided Oligonucleotide Design for Large Scale Genome Engineering with MAGE,2016-06-17,"[""Michael Quintin"", ""Natalie J. Ma"", ""Samir Ahmed"", ""Swapnil Bhatia"", ""Aaron Lewis"", ""Farren J Isaacs"", ""Douglas Densmore""]",5,6,452-458,3,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,June,4,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.512821,https://doi.org/10.1021/acssynbio.5b00219,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00219"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2314811416,False,closed,MED:27054880,,False,False,False,False,0,False,,,,,1
doi:10.1021/acssynbio.5b00179,10.1021/acssynbio.5b00179,https://doi.org/10.1021/acssynbio.5b00179,2016,June,6,A Statistical Approach Reveals Designs for the Most Robust Stochastic Gene Oscillators,A Statistical Approach Reveals Designs for the Most Robust Stochastic Gene Oscillators,2016-06-17,"[""Mae L. Woods"", ""Miriam Leon"", ""Ruben Perez-Carrasco"", ""Chris P. Barnes""]",5,6,459-470,7,0,0,0,False,False,False,False,False,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,June,5,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.527473,https://doi.org/10.1021/acssynbio.5b00179,"[""https://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html""]","[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00179"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""unspecified""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/6/459/67117408/acssynbio.5b00179.pdf"", ""content_type"": ""application/pdf"", ""content_version"": ""vor"", ""intended_application"": ""syndication""}, {""url"": ""https://pubs.acs.org/asbcd6/article-pdf/5/6/459/67117408/acssynbio.5b00179.pdf"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2950452652,True,hybrid,MED:26835539,PMC4914944,True,True,False,True,0,False,,,,,2
doi:10.1021/acssynbio.5b00194,10.1021/acssynbio.5b00194,https://doi.org/10.1021/acssynbio.5b00194,2016,June,6,Genotype Specification Language,Genotype Specification Language,2016-06-17,"[""Erin H. Wilson"", ""Shiori Sagawa"", ""James W. Weis"", ""Max G. Schubert"", ""Michael Bissell"", ""Brian Hawthorne"", ""Christopher D Reeves"", ""Jed Dean"", ""Darren Platt""]",5,6,471-478,8,1,1,1,True,True,True,True,True,True,False,paper_aggregate_counts,False,doi:10.1021/acssynbio.5c00417.s006,data/raw/annotations/sb5c00417_si_006.xlsx,June,6,[],https://docs.google.com/document/d/1vK8DdeN5QbFqKy0h2uLIuuB89hU_Zlj_o41NX1BVtAY/export?format=txt,normalized_exact,1.0,0.582418,https://doi.org/10.1021/acssynbio.5b00194,[],"[{""url"": ""https://pubs.acs.org/doi/pdf/10.1021/acssynbio.5b00194"", ""content_type"": ""unspecified"", ""content_version"": ""vor"", ""intended_application"": ""similarity-checking""}]",https://openalex.org/W2283197623,False,closed,MED:26886161,,False,False,False,False,0,False,,,,,1
